cod.ibge;cod.tse;ano;uf.sigla;munic;cod.ibge7
311580;43150;2002;MG;CENTRALINA;3115805
311580;43150;1998;MG;CENTRALINA;3115805
311580;43150;2006;MG;CENTRALINA;3115805
311580;43150;2010;MG;CENTRALINA;3115805
311590;43176;1998;MG;CHACARA;3115904
311590;43176;2010;MG;CHÁCARA;3115904
311590;43176;2006;MG;CHÁCARA;3115904
311590;43176;2002;MG;CHACARA;3115904
311600;43192;1998;MG;CHALE;3116001
311600;43192;2006;MG;CHALÉ;3116001
311600;43192;2002;MG;CHALE;3116001
311600;43192;2010;MG;CHALÉ;3116001
311610;43214;2006;MG;CHAPADA DO NORTE;3116100
311610;43214;2010;MG;CHAPADA DO NORTE;3116100
311610;43214;1998;MG;CHAPADA DO NORTE;3116100
311610;43214;2002;MG;CHAPADA DO NORTE;3116100
311615;41882;1998;MG;CHAPADA GAUCHA;3116159
311615;41882;2010;MG;CHAPADA GAÚCHA;3116159
311615;41882;2006;MG;CHAPADA GAÚCHA;3116159
311615;41882;2002;MG;CHAPADA GAUCHA;3116159
311620;43230;2006;MG;CHIADOR;3116209
311620;43230;2010;MG;CHIADOR;3116209
311620;43230;2002;MG;CHIADOR;3116209
311620;43230;1998;MG;CHIADOR;3116209
311630;43257;2006;MG;CIPOTÂNEA;3116308
311630;43257;2010;MG;CIPOTÂNEA;3116308
311630;43257;1998;MG;CIPOTANEA;3116308
311630;43257;2002;MG;CIPOTANEA;3116308
311640;43273;2010;MG;CLARAVAL;3116407
311640;43273;2002;MG;CLARAVAL;3116407
311640;43273;1998;MG;CLARAVAL;3116407
311640;43273;2006;MG;CLARAVAL;3116407
311650;43290;2006;MG;CLARO DOS POÇÕES;3116506
311650;43290;2002;MG;CLARO DOS POCOES;3116506
311650;43290;1998;MG;CLARO DOS POCOES;3116506
311650;43290;2010;MG;CLARO DOS POÇÕES;3116506
311660;43311;1998;MG;CLAUDIO;3116605
311660;43311;2002;MG;CLAUDIO;3116605
311660;43311;2006;MG;CLÁUDIO;3116605
311660;43311;2010;MG;CLÁUDIO;3116605
311670;43338;2006;MG;COIMBRA;3116704
311670;43338;2010;MG;COIMBRA;3116704
311670;43338;1998;MG;COIMBRA;3116704
311670;43338;2002;MG;COIMBRA;3116704
311680;43354;2006;MG;COLUNA;3116803
311680;43354;2002;MG;COLUNA;3116803
311680;43354;2010;MG;COLUNA;3116803
311680;43354;1998;MG;COLUNA;3116803
311690;43370;2006;MG;COMENDADOR GOMES;3116902
311690;43370;2010;MG;COMENDADOR GOMES;3116902
311690;43370;2002;MG;COMENDADOR GOMES;3116902
311690;43370;1998;MG;COMENDADOR GOMES;3116902
311700;43397;2010;MG;COMERCINHO;3117009
311700;43397;2002;MG;COMERCINHO;3117009
311700;43397;1998;MG;COMERCINHO;3117009
311700;43397;2006;MG;COMERCINHO;3117009
311710;43419;2006;MG;CONCEIÇÃO DA APARECIDA;3117108
311710;43419;2010;MG;CONCEIÇÃO DA APARECIDA;3117108
311710;43419;2002;MG;CONCEICAO DA APARECIDA;3117108
311710;43419;1998;MG;CONCEICAO DA APARECIDA;3117108
311720;43435;1998;MG;CONCEICAO DA PEDRA;3117207
311720;43435;2006;MG;CONCEIÇÃO DAS PEDRAS;3117207
311720;43435;2010;MG;CONCEIÇÃO DAS PEDRAS;3117207
311720;43435;2002;MG;CONCEICAO DA PEDRA;3117207
311730;43451;1998;MG;CONCEICAO DAS ALAGOAS;3117306
311730;43451;2002;MG;CONCEICAO DAS ALAGOAS;3117306
311730;43451;2010;MG;CONCEIÇÃO DAS ALAGOAS;3117306
311730;43451;2006;MG;CONCEIÇÃO DAS ALAGOAS;3117306
311740;43478;1998;MG;CONCEICAO DE IPANEMA;3117405
311740;43478;2010;MG;CONCEIÇÃO DE IPANEMA;3117405
311740;43478;2006;MG;CONCEIÇÃO DE IPANEMA;3117405
311740;43478;2002;MG;CONCEICAO DE IPANEMA;3117405
311750;43494;1998;MG;CONCEICAO DO MATO DENTRO;3117504
311750;43494;2010;MG;CONCEIÇÃO DO MATO DENTRO;3117504
311750;43494;2006;MG;CONCEIÇÃO DO MATO DENTRO;3117504
311750;43494;2002;MG;CONCEICAO DO MATO DENTRO;3117504
311760;43516;2006;MG;CONCEIÇÃO DO PARÁ;3117603
311760;43516;2002;MG;CONCEICAO DO PARA;3117603
311760;43516;1998;MG;CONCEICAO DO PARA;3117603
311760;43516;2010;MG;CONCEIÇÃO DO PARÁ;3117603
311770;43532;2002;MG;CONCEICAO DO RIO VERDE;3117702
311770;43532;2006;MG;CONCEIÇÃO DO RIO VERDE;3117702
311770;43532;1998;MG;CONCEICAO DO RIO VERDE;3117702
311770;43532;2010;MG;CONCEIÇÃO DO RIO VERDE;3117702
311780;43559;2002;MG;CONCEICAO DOS OUROS;3117801
311780;43559;1998;MG;CONCEICAO DOS OUROS;3117801
311780;43559;2006;MG;CONCEIÇÃO DOS OUROS;3117801
311780;43559;2010;MG;CONCEIÇÃO DOS OUROS;3117801
311783;41904;2002;MG;CONEGO MARINHO;3117836
311783;41904;1998;MG;CONEGO MARINHO;3117836
311783;41904;2006;MG;CÔNEGO MARINHO;3117836
311783;41904;2010;MG;CÔNEGO MARINHO;3117836
311787;41920;2010;MG;CONFINS;3117876
311787;41920;1998;MG;CONFINS;3117876
311787;41920;2006;MG;CONFINS;3117876
311787;41920;2002;MG;CONFINS;3117876
311790;43575;2002;MG;CONGONHAL;3117900
311790;43575;2006;MG;CONGONHAL;3117900
311790;43575;2010;MG;CONGONHAL;3117900
311790;43575;1998;MG;CONGONHAL;3117900
311800;43591;2006;MG;CONGONHAS;3118007
311800;43591;2002;MG;CONGONHAS;3118007
311800;43591;1998;MG;CONGONHAS;3118007
311800;43591;2010;MG;CONGONHAS;3118007
311810;43613;1998;MG;CONGONHAS DO NORTE;3118106
311810;43613;2002;MG;CONGONHAS DO NORTE;3118106
311810;43613;2006;MG;CONGONHAS DO NORTE;3118106
311810;43613;2010;MG;CONGONHAS DO NORTE;3118106
311820;43630;2002;MG;CONQUISTA;3118205
311820;43630;2010;MG;CONQUISTA;3118205
311820;43630;1998;MG;CONQUISTA;3118205
311820;43630;2006;MG;CONQUISTA;3118205
311830;43656;2002;MG;CONSELHEIRO LAFAIETE;3118304
311830;43656;2006;MG;CONSELHEIRO LAFAIETE;3118304
311830;43656;1998;MG;CONSELHEIRO LAFAIETE;3118304
311830;43656;2010;MG;CONSELHEIRO LAFAIETE;3118304
311840;43672;2002;MG;CONSELHEIRO PENA;3118403
311840;43672;2010;MG;CONSELHEIRO PENA;3118403
311840;43672;1998;MG;CONSELHEIRO PENA;3118403
311840;43672;2006;MG;CONSELHEIRO PENA;3118403
311850;43699;1998;MG;CONSOLACAO;3118502
311850;43699;2002;MG;CONSOLACAO;3118502
311850;43699;2010;MG;CONSOLAÇÃO;3118502
311850;43699;2006;MG;CONSOLAÇÃO;3118502
311860;43710;2010;MG;CONTAGEM;3118601
311860;43710;2002;MG;CONTAGEM;3118601
311860;43710;2006;MG;CONTAGEM;3118601
311860;43710;1998;MG;CONTAGEM;3118601
311870;43737;1998;MG;COQUEIRAL;3118700
311870;43737;2010;MG;COQUEIRAL;3118700
311870;43737;2006;MG;COQUEIRAL;3118700
311870;43737;2002;MG;COQUEIRAL;3118700
311880;43753;2002;MG;CORACAO DE JESUS;3118809
311880;43753;2010;MG;CORAÇÃO DE JESUS;3118809
311880;43753;2006;MG;CORAÇÃO DE JESUS;3118809
311880;43753;1998;MG;CORACAO DE JESUS;3118809
311890;43770;1998;MG;CORDISBURGO;3118908
311890;43770;2006;MG;CORDISBURGO;3118908
311890;43770;2002;MG;CORDISBURGO;3118908
311890;43770;2010;MG;CORDISBURGO;3118908
311900;43796;2002;MG;CORDISLANDIA;3119005
311900;43796;2010;MG;CORDISLÂNDIA;3119005
311900;43796;2006;MG;CORDISLÂNDIA;3119005
311900;43796;1998;MG;CORDISLANDIA;3119005
311910;43818;1998;MG;CORINTO;3119104
311910;43818;2006;MG;CORINTO;3119104
311910;43818;2010;MG;CORINTO;3119104
311910;43818;2002;MG;CORINTO;3119104
311920;43834;1998;MG;COROACI;3119203
311920;43834;2002;MG;COROACI;3119203
311920;43834;2006;MG;COROACI;3119203
311920;43834;2010;MG;COROACI;3119203
311930;43850;2006;MG;COROMANDEL;3119302
311930;43850;2002;MG;COROMANDEL;3119302
311930;43850;1998;MG;COROMANDEL;3119302
311930;43850;2010;MG;COROMANDEL;3119302
311940;43877;2006;MG;CORONEL FABRICIANO;3119401
311940;43877;2002;MG;CORONEL FABRICIANO;3119401
311940;43877;1998;MG;CORONEL FABRICIANO;3119401
311940;43877;2010;MG;CORONEL FABRICIANO;3119401
311950;43893;2002;MG;CORONEL MURTA;3119500
311950;43893;2006;MG;CORONEL MURTA;3119500
311950;43893;2010;MG;CORONEL MURTA;3119500
311950;43893;1998;MG;CORONEL MURTA;3119500
311960;43915;2010;MG;CORONEL PACHECO;3119609
311960;43915;1998;MG;CORONEL PACHECO;3119609
311960;43915;2002;MG;CORONEL PACHECO;3119609
311960;43915;2006;MG;CORONEL PACHECO;3119609
311970;43931;2002;MG;CORONEL XAVIER CHAVES;3119708
311970;43931;1998;MG;CORONEL XAVIER CHAVES;3119708
311970;43931;2010;MG;CORONEL XAVIER CHAVES;3119708
311970;43931;2006;MG;CORONEL XAVIER CHAVES;3119708
311980;43958;1998;MG;CORREGO DANTA;3119807
311980;43958;2010;MG;CÓRREGO DANTA;3119807
311980;43958;2006;MG;CÓRREGO DANTA;3119807
311980;43958;2002;MG;CORREGO DANTA;3119807
311990;43974;2010;MG;CÓRREGO DO BOM JESUS;3119906
311990;43974;1998;MG;CORREGO DO BOM JESUS;3119906
311990;43974;2006;MG;CÓRREGO DO BOM JESUS;3119906
311990;43974;2002;MG;CORREGO DO BOM JESUS;3119906
311995;41947;2006;MG;CÓRREGO FUNDO;3119955
311995;41947;1998;MG;CORREGO FUNDO;3119955
311995;41947;2010;MG;CÓRREGO FUNDO;3119955
311995;41947;2002;MG;CORREGO FUNDO;3119955
312000;43990;2006;MG;CÓRREGO NOVO;3120003
312000;43990;2002;MG;CORREGO NOVO;3120003
312000;43990;2010;MG;CÓRREGO NOVO;3120003
312000;43990;1998;MG;CORREGO NOVO;3120003
312010;44016;2002;MG;COUTO DE MAGALHAES DE MINAS;3120102
312010;44016;1998;MG;COUTO DE MAGALHAES DE MINAS;3120102
312010;44016;2010;MG;COUTO DE MAGALHÃES DE MINAS;3120102
312010;44016;2006;MG;COUTO DE MAGALHÃES DE MINAS;3120102
312015;41963;2002;MG;CRISOLITA;3120151
312015;41963;2010;MG;CRISÓLITA;3120151
312015;41963;1998;MG;CRISOLITA;3120151
312015;41963;2006;MG;CRISÓLITA;3120151
312020;44032;1998;MG;CRISTAIS;3120201
312020;44032;2010;MG;CRISTAIS;3120201
312020;44032;2002;MG;CRISTAIS;3120201
312020;44032;2006;MG;CRISTAIS;3120201
312030;44059;1998;MG;CRISTALIA;3120300
312030;44059;2002;MG;CRISTALIA;3120300
312030;44059;2010;MG;CRISTÁLIA;3120300
312030;44059;2006;MG;CRISTÁLIA;3120300
312040;44075;2002;MG;CRISTIANO OTONI;3120409
312040;44075;2006;MG;CRISTIANO OTONI;3120409
312040;44075;2010;MG;CRISTIANO OTONI;3120409
312040;44075;1998;MG;CRISTIANO OTONI;3120409
312050;44091;2002;MG;CRISTINA;3120508
312050;44091;2010;MG;CRISTINA;3120508
312050;44091;1998;MG;CRISTINA;3120508
312050;44091;2006;MG;CRISTINA;3120508
312060;44113;2010;MG;CRUCILÂNDIA;3120607
312060;44113;2002;MG;CRUCILANDIA;3120607
312060;44113;1998;MG;CRUCILANDIA;3120607
312060;44113;2006;MG;CRUCILÂNDIA;3120607
312070;44130;1998;MG;CRUZEIRO DA FORTALEZA;3120706
312070;44130;2010;MG;CRUZEIRO DA FORTALEZA;3120706
312070;44130;2006;MG;CRUZEIRO DA FORTALEZA;3120706
312070;44130;2002;MG;CRUZEIRO DA FORTALEZA;3120706
312080;44156;2006;MG;CRUZÍLIA;3120805
312080;44156;2010;MG;CRUZÍLIA;3120805
312080;44156;1998;MG;CRUZILIA;3120805
312080;44156;2002;MG;CRUZILIA;3120805
312083;41980;1998;MG;CUPARAQUE;3120839
312083;41980;2006;MG;CUPARAQUE;3120839
312083;41980;2002;MG;CUPARAQUE;3120839
312083;41980;2010;MG;CUPARAQUE;3120839
312087;42005;1998;MG;CURRAL DE DENTRO;3120870
312087;42005;2002;MG;CURRAL DE DENTRO;3120870
312087;42005;2006;MG;CURRAL DE DENTRO;3120870
312087;42005;2010;MG;CURRAL DE DENTRO;3120870
312090;44172;2002;MG;CURVELO;3120904
312090;44172;1998;MG;CURVELO;3120904
312090;44172;2010;MG;CURVELO;3120904
312090;44172;2006;MG;CURVELO;3120904
312100;44199;1998;MG;DATAS;3121001
312100;44199;2002;MG;DATAS;3121001
312100;44199;2010;MG;DATAS;3121001
312100;44199;2006;MG;DATAS;3121001
312110;44210;2002;MG;DELFIM MOREIRA;3121100
312110;44210;2006;MG;DELFIM MOREIRA;3121100
312110;44210;1998;MG;DELFIM MOREIRA;3121100
312110;44210;2010;MG;DELFIM MOREIRA;3121100
312120;44237;1998;MG;DELFINOPOLIS;3121209
312120;44237;2010;MG;DELFINÓPOLIS;3121209
312120;44237;2002;MG;DELFINOPOLIS;3121209
312120;44237;2006;MG;DELFINÓPOLIS;3121209
312125;42021;2010;MG;DELTA;3121258
312125;42021;2006;MG;DELTA;3121258
312125;42021;2002;MG;DELTA;3121258
312125;42021;1998;MG;DELTA;3121258
312130;44253;2006;MG;DESCOBERTO;3121308
312130;44253;2002;MG;DESCOBERTO;3121308
312130;44253;1998;MG;DESCOBERTO;3121308
312130;44253;2010;MG;DESCOBERTO;3121308
312140;44270;2002;MG;DESTERRO DE ENTRE RIOS;3121407
312140;44270;2006;MG;DESTERRO DE ENTRE RIOS;3121407
312140;44270;2010;MG;DESTERRO DE ENTRE RIOS;3121407
312140;44270;1998;MG;DESTERRO DE ENTRE RIOS;3121407
312150;44296;2010;MG;DESTERRO DO MELO;3121506
312150;44296;1998;MG;DESTERRO DO MELO;3121506
312150;44296;2006;MG;DESTERRO DO MELO;3121506
312150;44296;2002;MG;DESTERRO DO MELO;3121506
312160;44318;1998;MG;DIAMANTINA;3121605
312160;44318;2010;MG;DIAMANTINA;3121605
312160;44318;2006;MG;DIAMANTINA;3121605
312160;44318;2002;MG;DIAMANTINA;3121605
312170;44334;1998;MG;DIOGO DE VASCONCELOS;3121704
312170;44334;2006;MG;DIOGO DE VASCONCELOS;3121704
312170;44334;2002;MG;DIOGO DE VASCONCELOS;3121704
312170;44334;2010;MG;DIOGO DE VASCONCELOS;3121704
312180;44350;2002;MG;DIONISIO;3121803
312180;44350;2006;MG;DIONÍSIO;3121803
312180;44350;1998;MG;DIONISIO;3121803
312180;44350;2010;MG;DIONÍSIO;3121803
312190;44377;2006;MG;DIVINÉSIA;3121902
312190;44377;2002;MG;DIVINESIA;3121902
312190;44377;2010;MG;DIVINÉSIA;3121902
312190;44377;1998;MG;DIVINESIA;3121902
312200;44393;2010;MG;DIVINO;3122009
312200;44393;1998;MG;DIVINO;3122009
312200;44393;2002;MG;DIVINO;3122009
312200;44393;2006;MG;DIVINO;3122009
312210;44415;2010;MG;DIVINO DAS LARANJEIRAS;3122108
312210;44415;1998;MG;DIVINO DAS LARANJEIRAS;3122108
312210;44415;2002;MG;DIVINO DAS LARANJEIRAS;3122108
312210;44415;2006;MG;DIVINO DAS LARANJEIRAS;3122108
312220;44431;2010;MG;DIVINOLÂNDIA DE MINAS;3122207
312220;44431;2002;MG;DIVINOLANDIA DE MINAS;3122207
312220;44431;2006;MG;DIVINOLÂNDIA DE MINAS;3122207
312220;44431;1998;MG;DIVINOLANDIA DE MINAS;3122207
312230;44458;2010;MG;DIVINÓPOLIS;3122306
312230;44458;1998;MG;DIVINOPOLIS;3122306
312230;44458;2002;MG;DIVINOPOLIS;3122306
312230;44458;2006;MG;DIVINÓPOLIS;3122306
312235;40126;1998;MG;DIVISA ALEGRE;3122355
312235;40126;2006;MG;DIVISA ALEGRE;3122355
312235;40126;2002;MG;DIVISA ALEGRE;3122355
312235;40126;2010;MG;DIVISA ALEGRE;3122355
312240;44474;2010;MG;DIVISA NOVA;3122405
312240;44474;2002;MG;DIVISA NOVA;3122405
312240;44474;1998;MG;DIVISA NOVA;3122405
312240;44474;2006;MG;DIVISA NOVA;3122405
312245;40142;2002;MG;DIVISOPOLIS;3122454
312245;40142;2006;MG;DIVISÓPOLIS;3122454
312245;40142;1998;MG;DIVISOPOLIS;3122454
312245;40142;2010;MG;DIVISÓPOLIS;3122454
312247;42048;2010;MG;DOM BOSCO;3122470
312247;42048;2006;MG;DOM BOSCO;3122470
312247;42048;2002;MG;DOM BOSCO;3122470
312247;42048;1998;MG;DOM BOSCO;3122470
312250;44490;2006;MG;DOM CAVATI;3122504
312250;44490;1998;MG;DOM CAVATI;3122504
312250;44490;2002;MG;DOM CAVATI;3122504
312250;44490;2010;MG;DOM CAVATI;3122504
312260;44512;2006;MG;DOM JOAQUIM;3122603
312260;44512;2002;MG;DOM JOAQUIM;3122603
312260;44512;2010;MG;DOM JOAQUIM;3122603
312260;44512;1998;MG;DOM JOAQUIM;3122603
312270;44539;2006;MG;DOM SILVÉRIO;3122702
312270;44539;1998;MG;DOM SILVERIO;3122702
312270;44539;2010;MG;DOM SILVÉRIO;3122702
312270;44539;2002;MG;DOM SILVERIO;3122702
312280;44555;2010;MG;DOM VIÇOSO;3122801
312280;44555;2006;MG;DOM VIÇOSO;3122801
312280;44555;1998;MG;DOM VICOSO;3122801
312280;44555;2002;MG;DOM VICOSO;3122801
312290;44571;2010;MG;DONA EUSÉBIA;3122900
312290;44571;2006;MG;DONA EUSÉBIA;3122900
312290;44571;2002;MG;DONA EUSEBIA;3122900
312290;44571;1998;MG;DONA EUSEBIA;3122900
312300;44598;2002;MG;DORES DE CAMPOS;3123007
312300;44598;1998;MG;DORES DE CAMPOS;3123007
312300;44598;2010;MG;DORES DE CAMPOS;3123007
312300;44598;2006;MG;DORES DE CAMPOS;3123007
312310;44610;2010;MG;DORES DE GUANHÃES;3123106
312310;44610;1998;MG;DORES DE GUANHAES;3123106
312310;44610;2002;MG;DORES DE GUANHAES;3123106
312310;44610;2006;MG;DORES DE GUANHÃES;3123106
312320;44636;2002;MG;DORES DO INDAIA;3123205
312320;44636;2010;MG;DORES DO INDAIÁ;3123205
312320;44636;1998;MG;DORES DO INDAIA;3123205
312320;44636;2006;MG;DORES DO INDAIÁ;3123205
312330;44652;2002;MG;DORES DO TURVO;3123304
312330;44652;2010;MG;DORES DO TURVO;3123304
312330;44652;1998;MG;DORES DO TURVO;3123304
312330;44652;2006;MG;DORES DO TURVO;3123304
312340;44679;2006;MG;DORESÓPOLIS;3123403
312340;44679;2010;MG;DORESÓPOLIS;3123403
312340;44679;2002;MG;DORESOPOLIS;3123403
312340;44679;1998;MG;DORESOPOLIS;3123403
312350;44695;2010;MG;DOURADOQUARA;3123502
312350;44695;2006;MG;DOURADOQUARA;3123502
312350;44695;2002;MG;DOURADOQUARA;3123502
312350;44695;1998;MG;DOURADOQUARA;3123502
312352;40169;1998;MG;DURANDE;3123528
312352;40169;2006;MG;DURANDÉ;3123528
312352;40169;2002;MG;DURANDE;3123528
312352;40169;2010;MG;DURANDÉ;3123528
312360;44717;2010;MG;ELÓI MENDES;3123601
312360;44717;2002;MG;ELOI MENDES;3123601
312360;44717;1998;MG;ELOI MENDES;3123601
312360;44717;2006;MG;ELÓI MENDES;3123601
312370;44733;2006;MG;ENGENHEIRO CALDAS;3123700
312370;44733;1998;MG;ENGENHEIRO CALDAS;3123700
312370;44733;2002;MG;ENGENHEIRO CALDAS;3123700
312370;44733;2010;MG;ENGENHEIRO CALDAS;3123700
312380;44750;1998;MG;ENGENHEIRO NAVARRO;3123809
312380;44750;2010;MG;ENGENHEIRO NAVARRO;3123809
312380;44750;2006;MG;ENGENHEIRO NAVARRO;3123809
312380;44750;2002;MG;ENGENHEIRO NAVARRO;3123809
312385;40185;2006;MG;ENTRE FOLHAS;3123858
312385;40185;2002;MG;ENTRE FOLHAS;3123858
312385;40185;2010;MG;ENTRE FOLHAS;3123858
312385;40185;1998;MG;ENTRE FOLHAS;3123858
312390;44776;1998;MG;ENTRE RIOS DE MINAS;3123908
312390;44776;2006;MG;ENTRE RIOS DE MINAS;3123908
312390;44776;2002;MG;ENTRE RIOS DE MINAS;3123908
312390;44776;2010;MG;ENTRE RIOS DE MINAS;3123908
312400;44792;2006;MG;ERVÁLIA;3124005
312400;44792;1998;MG;ERVALIA;3124005
312400;44792;2002;MG;ERVALIA;3124005
312400;44792;2010;MG;ERVÁLIA;3124005
312410;44814;2010;MG;ESMERALDAS;3124104
312410;44814;2006;MG;ESMERALDAS;3124104
312410;44814;1998;MG;ESMERALDAS;3124104
312410;44814;2002;MG;ESMERALDAS;3124104
312420;44830;2006;MG;ESPERA FELIZ;3124203
312420;44830;2002;MG;ESPERA FELIZ;3124203
312420;44830;2010;MG;ESPERA FELIZ;3124203
312420;44830;1998;MG;ESPERA FELIZ;3124203
312430;44857;2006;MG;ESPINOSA;3124302
312430;44857;1998;MG;ESPINOSA;3124302
312430;44857;2002;MG;ESPINOSA;3124302
312430;44857;2010;MG;ESPINOSA;3124302
312440;44873;2010;MG;ESPÍRITO SANTO DO DOURADO;3124401
312440;44873;2006;MG;ESPÍRITO SANTO DO DOURADO;3124401
312440;44873;1998;MG;ESPIRITO SANTO DO DOURADO;3124401
312440;44873;2002;MG;ESPIRITO SANTO DO DOURADO;3124401
312450;44890;2002;MG;ESTIVA;3124500
312450;44890;1998;MG;ESTIVA;3124500
312450;44890;2006;MG;ESTIVA;3124500
312450;44890;2010;MG;ESTIVA;3124500
312460;44911;2006;MG;ESTRELA DALVA;3124609
312460;44911;2010;MG;ESTRELA DALVA;3124609
312460;44911;2002;MG;ESTRELA DALVA;3124609
312460;44911;1998;MG;ESTRELA DALVA;3124609
312470;44938;2002;MG;ESTRELA DO INDAIA;3124708
312470;44938;2006;MG;ESTRELA DO INDAIÁ;3124708
312470;44938;1998;MG;ESTRELA DO INDAIA;3124708
312470;44938;2010;MG;ESTRELA DO INDAIÁ;3124708
312480;44954;2006;MG;ESTRELA DO SUL;3124807
312480;44954;1998;MG;ESTRELA DO SUL;3124807
312480;44954;2010;MG;ESTRELA DO SUL;3124807
312480;44954;2002;MG;ESTRELA DO SUL;3124807
312490;44970;1998;MG;EUGENOPOLIS;3124906
312490;44970;2002;MG;EUGENOPOLIS;3124906
312490;44970;2006;MG;EUGENÓPOLIS;3124906
312490;44970;2010;MG;EUGENÓPOLIS;3124906
312500;44997;2010;MG;EWBANK DA CÂMARA;3125002
312500;44997;2006;MG;EWBANK DA CÂMARA;3125002
312500;44997;1998;MG;EWBANK DA CAMARA;3125002
312500;44997;2002;MG;EWBANK DA CAMARA;3125002
312510;45012;1998;MG;EXTREMA;3125101
312510;45012;2006;MG;EXTREMA;3125101
312510;45012;2002;MG;EXTREMA;3125101
312510;45012;2010;MG;EXTREMA;3125101
312520;45039;2002;MG;FAMA;3125200
312520;45039;1998;MG;FAMA;3125200
312520;45039;2006;MG;FAMA;3125200
312520;45039;2010;MG;FAMA;3125200
312530;45055;2002;MG;FARIA LEMOS;3125309
312530;45055;1998;MG;FARIA LEMOS;3125309
312530;45055;2010;MG;FARIA LEMOS;3125309
312530;45055;2006;MG;FARIA LEMOS;3125309
312540;45071;2010;MG;FELÍCIO DOS SANTOS;3125408
312540;45071;1998;MG;FELICIO DOS SANTOS;3125408
312540;45071;2006;MG;FELÍCIO DOS SANTOS;3125408
312540;45071;2002;MG;FELICIO DOS SANTOS;3125408
312550;45098;2006;MG;SÃO GONÇALO DO RIO PRETO;3125507
312550;45098;1998;MG;SAO GONCALO DO RIO PRETO;3125507
312550;45098;2002;MG;SAO GONCALO DO RIO PRETO;3125507
312550;45098;2010;MG;SÃO GONÇALO DO RIO PRETO;3125507
312560;45110;2010;MG;FELISBURGO;3125606
312560;45110;2002;MG;FELISBURGO;3125606
312560;45110;1998;MG;FELISBURGO;3125606
312560;45110;2006;MG;FELISBURGO;3125606
312570;45136;2006;MG;FELIXLÂNDIA;3125705
312570;45136;1998;MG;FELIXLANDIA;3125705
312570;45136;2010;MG;FELIXLÂNDIA;3125705
312570;45136;2002;MG;FELIXLANDIA;3125705
312580;45152;1998;MG;FERNANDES TOURINHO;3125804
312580;45152;2006;MG;FERNANDES TOURINHO;3125804
312580;45152;2010;MG;FERNANDES TOURINHO;3125804
312580;45152;2002;MG;FERNANDES TOURINHO;3125804
312590;45179;2010;MG;FERROS;3125903
312590;45179;2006;MG;FERROS;3125903
312590;45179;1998;MG;FERROS;3125903
312590;45179;2002;MG;FERROS;3125903
312595;40207;1998;MG;FERVEDOURO;3125952
312595;40207;2010;MG;FERVEDOURO;3125952
312595;40207;2006;MG;FERVEDOURO;3125952
312595;40207;2002;MG;FERVEDOURO;3125952
312600;45195;2002;MG;FLORESTAL;3126000
312600;45195;2010;MG;FLORESTAL;3126000
312600;45195;2006;MG;FLORESTAL;3126000
312600;45195;1998;MG;FLORESTAL;3126000
312610;45217;2006;MG;FORMIGA;3126109
312610;45217;2010;MG;FORMIGA;3126109
312610;45217;2002;MG;FORMIGA;3126109
312610;45217;1998;MG;FORMIGA;3126109
312620;45233;2006;MG;FORMOSO;3126208
312620;45233;1998;MG;FORMOSO;3126208
312620;45233;2002;MG;FORMOSO;3126208
312620;45233;2010;MG;FORMOSO;3126208
312630;45250;1998;MG;FORTALEZA DE MINAS;3126307
312630;45250;2010;MG;FORTALEZA DE MINAS;3126307
312630;45250;2006;MG;FORTALEZA DE MINAS;3126307
312630;45250;2002;MG;FORTALEZA DE MINAS;3126307
312640;45276;2006;MG;FORTUNA DE MINAS;3126406
312640;45276;2002;MG;FORTUNA DE MINAS;3126406
312640;45276;1998;MG;FORTUNA DE MINAS;3126406
312640;45276;2010;MG;FORTUNA DE MINAS;3126406
312650;45292;1998;MG;FRANCISCO BADARO;3126505
312650;45292;2010;MG;FRANCISCO BADARÓ;3126505
312650;45292;2002;MG;FRANCISCO BADARO;3126505
312650;45292;2006;MG;FRANCISCO BADARÓ;3126505
312660;45314;2002;MG;FRANCISCO DUMONT;3126604
312660;45314;2006;MG;FRANCISCO DUMONT;3126604
312660;45314;2010;MG;FRANCISCO DUMONT;3126604
312660;45314;1998;MG;FRANCISCO DUMONT;3126604
312670;45330;2006;MG;FRANCISCO SÁ;3126703
312670;45330;2010;MG;FRANCISCO SÁ;3126703
312670;45330;2002;MG;FRANCISCO SA;3126703
312670;45330;1998;MG;FRANCISCO SA;3126703
312675;40223;2010;MG;FRANCISCÓPOLIS;3126752
312675;40223;2002;MG;FRANCISCOPOLIS;3126752
312675;40223;2006;MG;FRANCISCÓPOLIS;3126752
312675;40223;1998;MG;FRANCISCOPOLIS;3126752
312680;45357;1998;MG;FREI GASPAR;3126802
312680;45357;2006;MG;FREI GASPAR;3126802
312680;45357;2002;MG;FREI GASPAR;3126802
312680;45357;2010;MG;FREI GASPAR;3126802
312690;45373;2006;MG;FREI INOCÊNCIO;3126901
312690;45373;2010;MG;FREI INOCÊNCIO;3126901
312690;45373;2002;MG;FREI INOCENCIO;3126901
312690;45373;1998;MG;FREI INOCENCIO;3126901
312695;42064;1998;MG;FREI LAGONEGRO;3126950
312695;42064;2002;MG;FREI LAGONEGRO;3126950
312695;42064;2010;MG;FREI LAGONEGRO;3126950
312695;42064;2006;MG;FREI LAGONEGRO;3126950
312700;45390;2010;MG;FRONTEIRA;3127008
